categorie,nature,numero,nom,km,osm_id
TERTIAIRE,Route tertiaire,"","",0.075,w318846033
PRINCIPALE,Route primaire,"","",0.075,w420401594
TERTIAIRE,Route tertiaire,"","",0.075,w687357332
TERTIAIRE,Route tertiaire,"",Transversale 7,0.075,w1038862054
TERTIAIRE,Route tertiaire,"","",0.075,w319734266
TERTIAIRE,Route tertiaire,"","",0.073,w690250495
PRINCIPALE,Route primaire,"",Route de Café,0.073,w178180790
TERTIAIRE,Route tertiaire,"","",0.070,w330028917
TERTIAIRE,Route tertiaire,"","",0.070,w686885647
TERTIAIRE,Route tertiaire,"","",0.069,w398759893
TERTIAIRE,Route tertiaire,"","",0.069,w650237618
TERTIAIRE,Route tertiaire,"","",0.069,w629241226
TERTIAIRE,Route tertiaire,"","",0.069,w844598502
TERTIAIRE,Route tertiaire,"","",0.069,w497954998
TERTIAIRE,Route tertiaire,"","",0.069,w399733607
TERTIAIRE,Route tertiaire,"","",0.068,w545945842
TERTIAIRE,Route tertiaire,"","",0.068,w756574414
TERTIAIRE,Route tertiaire,"","",0.068,w283151728
TERTIAIRE,Route tertiaire,"","",0.067,w272511828
TERTIAIRE,Route tertiaire,"","",0.067,w686587360
PRINCIPALE,Route primaire,"","",0.067,w313322428
TERTIAIRE,Route tertiaire,"","",0.066,w785444109
TERTIAIRE,Route tertiaire,"","",0.065,w498684620
TERTIAIRE,Route tertiaire,"","",0.065,w269940435
TERTIAIRE,Route tertiaire,"","",0.065,w328653622
TERTIAIRE,Route tertiaire,"","",0.064,w646617624
TERTIAIRE,Route tertiaire,"","",0.064,w253759108
TERTIAIRE,Route tertiaire,"","",0.064,w1068949552
TERTIAIRE,Route tertiaire,"","",0.064,w304937512
TERTIAIRE,Route tertiaire,"","",0.063,w545944887
TERTIAIRE,Route tertiaire,"","",0.063,w541391236
TERTIAIRE,Route tertiaire,"","",0.062,w498071091
TERTIAIRE,Route tertiaire,"","",0.062,w223428487
TERTIAIRE,Route tertiaire,"","",0.062,w791318123
PRINCIPALE,Route primaire,"","",0.061,w690530401
TERTIAIRE,Route tertiaire,"","",0.061,w701261475
TERTIAIRE,Route tertiaire,"","",0.061,w686515178
SECONDAIRE,Route secondaire,"","",0.060,w689671568
TERTIAIRE,Route tertiaire,"","",0.060,w207825931
TERTIAIRE,Route tertiaire,"","",0.060,w269448288
TERTIAIRE,Route tertiaire,"","",0.060,w328421743
TERTIAIRE,Route tertiaire,"","",0.059,w273384861
TERTIAIRE,Route tertiaire,"","",0.059,w689158259
TERTIAIRE,Route tertiaire,"","",0.059,w340061454
SECONDAIRE,Route secondaire,"",Carrefour Célibataire,0.059,w547915895
TERTIAIRE,Route tertiaire,"","",0.059,w691661125
TERTIAIRE,Route tertiaire,"",Transversale 8,0.058,w690226858
TERTIAIRE,Route tertiaire,"","",0.058,w429862222
TERTIAIRE,Route tertiaire,"","",0.057,w400335436
TERTIAIRE,Route tertiaire,"","",0.057,w400335434
TERTIAIRE,Route tertiaire,"","",0.057,w398759896
TERTIAIRE,Route tertiaire,"","",0.056,w790577736
TERTIAIRE,Route tertiaire,"","",0.056,w314237490
TERTIAIRE,Route tertiaire,"","",0.056,w703937761
TERTIAIRE,Route tertiaire,"","",0.056,w339993565
TERTIAIRE,Route tertiaire,"","",0.055,w756557838
PRINCIPALE,Route primaire,"",Autoroute le Prince,0.055,w688655217
TERTIAIRE,Route tertiaire,"",Transversale 8,0.055,w690226859
TERTIAIRE,Route tertiaire,"","",0.054,w305779800
TERTIAIRE,Route tertiaire,"",Transversale 7,0.054,w688655219
PRINCIPALE,Route primaire,"",Autoroute le Prince,0.054,w688655218
TERTIAIRE,Route tertiaire,"","",0.054,w304929054
TERTIAIRE,Route tertiaire,"","",0.053,w303331425
PRINCIPALE,Route primaire,"",Transversale 7,0.053,w688655223
TERTIAIRE,Route tertiaire,"","",0.052,w270615200
TERTIAIRE,Route tertiaire,"","",0.052,w319734268
TERTIAIRE,Route tertiaire,"","",0.052,w688879948
PRINCIPALE,Route primaire,"",Transversale 7,0.052,w688655221
TERTIAIRE,Route tertiaire,"","",0.052,w399510407
SECONDAIRE,Route secondaire,"","",0.051,w497034165
TERTIAIRE,Route tertiaire,"","",0.051,w207825679
TERTIAIRE,Route tertiaire,"","",0.051,w750478167
TERTIAIRE,Route tertiaire,"",Transversale 7,0.051,w688655220
PRINCIPALE,Route primaire,"","",0.050,w292511740
TERTIAIRE,Bretelle route tertiaire,"","",0.050,w680241693
TERTIAIRE,Route tertiaire,"","",0.049,w219780185
TERTIAIRE,Route tertiaire,"","",0.049,w400823404
TERTIAIRE,Route tertiaire,"","",0.049,w541206114
TERTIAIRE,Route tertiaire,"","",0.049,w939984905
TERTIAIRE,Route tertiaire,"","",0.049,w698888082
SECONDAIRE,Route secondaire,"","",0.049,w314329217
TERTIAIRE,Route tertiaire,"","",0.048,w705780538
TERTIAIRE,Route tertiaire,"","",0.048,w541206115
TERTIAIRE,Route tertiaire,"","",0.048,w400823405
TERTIAIRE,Route tertiaire,"","",0.048,w398580885
TERTIAIRE,Route tertiaire,"","",0.048,w338063250
TERTIAIRE,Route tertiaire,"","",0.048,w270574927
TERTIAIRE,Route tertiaire,"","",0.048,w686753548
TERTIAIRE,Route tertiaire,"",Pont Taouyah,0.047,w331244506
TERTIAIRE,Route tertiaire,"","",0.047,w1066120973
TERTIAIRE,Route tertiaire,"","",0.045,w1020834739
TERTIAIRE,Route tertiaire,"","",0.045,w686021643
PRINCIPALE,Route primaire,"","",0.045,w571481912
TERTIAIRE,Route tertiaire,"","",0.045,w292030080
TERTIAIRE,Route tertiaire,"","",0.045,w291905542
TERTIAIRE,Route tertiaire,"",Transversale 7,0.044,w1038862053
TERTIAIRE,Route tertiaire,"","",0.044,w541391229
SECONDAIRE,Route secondaire,"","",0.044,w711998242
TERTIAIRE,Route tertiaire,"","",0.043,w269448289
PRINCIPALE,Route primaire,"","",0.043,w551098155
TERTIAIRE,Route tertiaire,"","",0.043,w400338872
TERTIAIRE,Route tertiaire,"","",0.043,w332059214
SECONDAIRE,Route secondaire,"","",0.043,w264628084
PRINCIPALE,Route primaire,"","",0.043,w777692715
TERTIAIRE,Route tertiaire,"","",0.042,w207824825
TERTIAIRE,Route tertiaire,"","",0.042,w705780531
SECONDAIRE,Bretelle route secondaire,"","",0.042,w541391228
SECONDAIRE,Route secondaire,"","",0.042,w141065432
TERTIAIRE,Route tertiaire,"","",0.041,w116071409
TERTIAIRE,Route tertiaire,"","",0.041,w269907264
SECONDAIRE,Route secondaire,"","",0.041,w330875035
PRINCIPALE,Route primaire,"",Ganta - Sanniquellie,0.041,w302450627
SECONDAIRE,Route secondaire,"","",0.041,w140781501
TERTIAIRE,Route tertiaire,"","",0.040,w426350025
SECONDAIRE,Route secondaire,"","",0.040,w140777970
TERTIAIRE,Route tertiaire,"","",0.040,w300380669
TERTIAIRE,Route tertiaire,"","",0.040,w693507760
SECONDAIRE,Route secondaire,"","",0.039,w140781510
TERTIAIRE,Route tertiaire,"","",0.039,w340538453
TERTIAIRE,Route tertiaire,"",corniches,0.038,w543311030
TERTIAIRE,Route tertiaire,"","",0.038,w686131644
TERTIAIRE,Route tertiaire,"",Transversale 8,0.038,w690226861
TERTIAIRE,Route tertiaire,"",Transversale 8,0.038,w690226863
SECONDAIRE,Route secondaire,"","",0.037,w38662343
TERTIAIRE,Route tertiaire,"","",0.037,w398580883
TERTIAIRE,Route tertiaire,"","",0.037,w292376299
TERTIAIRE,Route tertiaire,"","",0.037,w272663324
TERTIAIRE,Route tertiaire,"","",0.037,w272236456
TERTIAIRE,Route tertiaire,"","",0.036,w791318119
TERTIAIRE,Route tertiaire,"","",0.036,w407837213
SECONDAIRE,Route secondaire,"","",0.036,w689657183
TERTIAIRE,Route tertiaire,"","",0.036,w244795183
TERTIAIRE,Route tertiaire,"","",0.036,w701261473
TERTIAIRE,Route tertiaire,"","",0.036,w340384745
TERTIAIRE,Route tertiaire,"","",0.036,w400335433
TERTIAIRE,Route tertiaire,"","",0.036,w330992854
TERTIAIRE,Route tertiaire,"","",0.036,w304952990
TERTIAIRE,Route tertiaire,"","",0.035,w331803308
TERTIAIRE,Route tertiaire,"","",0.035,w541391223
SECONDAIRE,Route secondaire,"","",0.035,w270874004
TERTIAIRE,Route tertiaire,"","",0.035,w647479681
TERTIAIRE,Route tertiaire,"","",0.034,w270470440
TERTIAIRE,Route tertiaire,"","",0.034,w304952984
TERTIAIRE,Route tertiaire,"","",0.034,w668651646
TERTIAIRE,Route tertiaire,"","",0.034,w635294647
TERTIAIRE,Route tertiaire,"","",0.033,w676300871
TERTIAIRE,Route tertiaire,"","",0.033,w400335431
TERTIAIRE,Route tertiaire,"","",0.033,w270874015
TERTIAIRE,Route tertiaire,"","",0.033,w331459475
TERTIAIRE,Route tertiaire,"","",0.033,w1067878691
TERTIAIRE,Route tertiaire,"","",0.032,w302883224
TERTIAIRE,Route tertiaire,"","",0.032,w269783540
TERTIAIRE,Route tertiaire,"","",0.032,w328845139
SECONDAIRE,Route secondaire,"","",0.032,w38662375
SECONDAIRE,Route secondaire,"","",0.032,w140686352
TERTIAIRE,Route tertiaire,"","",0.031,w417830463
TERTIAIRE,Route tertiaire,"","",0.031,w497928396
TERTIAIRE,Route tertiaire,"",C existant,0.031,w1098267970
TERTIAIRE,Route tertiaire,"","",0.031,w650693770
TERTIAIRE,Route tertiaire,"","",0.031,w687495314
TERTIAIRE,Route tertiaire,"","",0.031,w311250893
SECONDAIRE,Route secondaire,"","",0.031,w176487121
SECONDAIRE,Route secondaire,"","",0.030,w488043606
TERTIAIRE,Route tertiaire,"","",0.030,w340384744
TERTIAIRE,Route tertiaire,"","",0.030,w330992858
TERTIAIRE,Route tertiaire,"","",0.030,w273078174
TERTIAIRE,Route tertiaire,"","",0.029,w498340771
TERTIAIRE,Route tertiaire,"","",0.029,w749127612
TERTIAIRE,Route tertiaire,"","",0.029,w571483985
SECONDAIRE,Route secondaire,"","",0.029,w269512733
TERTIAIRE,Route tertiaire,"","",0.029,w752182918
TERTIAIRE,Route tertiaire,"","",0.029,w329184488
TERTIAIRE,Route tertiaire,"","",0.029,w329184479
TERTIAIRE,Route tertiaire,"","",0.029,w705947785
SECONDAIRE,Route secondaire,"","",0.028,w641727484
SECONDAIRE,Route secondaire,"","",0.028,w688699108
SECONDAIRE,Route secondaire,"","",0.028,w688699110
TERTIAIRE,Route tertiaire,"","",0.028,w1098878861
TERTIAIRE,Route tertiaire,"","",0.028,w492791971
TERTIAIRE,Route tertiaire,"","",0.028,w937319872
TERTIAIRE,Route tertiaire,"","",0.028,w744703431
TERTIAIRE,Route tertiaire,"","",0.028,w1020834740
TERTIAIRE,Route tertiaire,"","",0.027,w697150801
TERTIAIRE,Route tertiaire,"","",0.027,w1118177891
SECONDAIRE,Route secondaire,"","",0.027,w496950281
TERTIAIRE,Route tertiaire,"","",0.027,w304952991
TERTIAIRE,Route tertiaire,"","",0.027,w631529832
SECONDAIRE,Route secondaire,"","",0.027,w497034167
TERTIAIRE,Route tertiaire,"","",0.027,w687255454
TERTIAIRE,Route tertiaire,"","",0.027,w330301785
TERTIAIRE,Route tertiaire,"","",0.026,w303020113
TERTIAIRE,Route tertiaire,"","",0.026,w304952982
TERTIAIRE,Route tertiaire,"","",0.026,w1076026045
TERTIAIRE,Route tertiaire,"","",0.026,w1067897364
TERTIAIRE,Route tertiaire,"","",0.026,w650693771
TERTIAIRE,Route tertiaire,"","",0.026,w541391227
TERTIAIRE,Route tertiaire,"","",0.026,w330588742
TERTIAIRE,Route tertiaire,"","",0.025,w681985942
TERTIAIRE,Route tertiaire,"","",0.025,w682859558
TERTIAIRE,Route tertiaire,"",Sangaredi - Aye Koye,0.025,w686007617
TERTIAIRE,Route tertiaire,"","",0.025,w791318121
SECONDAIRE,Route secondaire,"","",0.025,w253565792
TERTIAIRE,Route tertiaire,"","",0.025,w333477741
TERTIAIRE,Route tertiaire,"","",0.025,w337382028
TERTIAIRE,Route tertiaire,"","",0.025,w687590739
TERTIAIRE,Route tertiaire,"","",0.025,w351615021
TERTIAIRE,Route tertiaire,"","",0.025,w398620182
SECONDAIRE,Route secondaire,"","",0.025,w681636773
TERTIAIRE,Route tertiaire,"","",0.025,w911475153
TERTIAIRE,Route tertiaire,"","",0.025,w305548766
TERTIAIRE,Route tertiaire,"","",0.025,w274151652
TERTIAIRE,Route tertiaire,"","",0.025,w325602548
PRINCIPALE,Route primaire,"","",0.025,w269783538
TERTIAIRE,Route tertiaire,"","",0.024,w334211766
TERTIAIRE,Route tertiaire,"","",0.024,w330477516
PRINCIPALE,Route primaire,"","",0.024,w551098156
PRINCIPALE,Route primaire,"","",0.024,w39450863
TERTIAIRE,Route tertiaire,"","",0.024,w307647041
TERTIAIRE,Route tertiaire,"","",0.024,w269512731
TERTIAIRE,Route tertiaire,"","",0.024,w238462343
TERTIAIRE,Route tertiaire,"","",0.024,w561307892
TERTIAIRE,Route tertiaire,"","",0.024,w302317306
TERTIAIRE,Route tertiaire,"","",0.023,w701523061
SECONDAIRE,Route secondaire,"","",0.023,w688699104
TERTIAIRE,Route tertiaire,"","",0.023,w678889673
PRINCIPALE,Route primaire,"",Pont Kaporo,0.023,w39451036
TERTIAIRE,Route tertiaire,"","",0.023,w686125823
SECONDAIRE,Route secondaire,"","",0.023,w918610691
TERTIAIRE,Route tertiaire,"","",0.023,w686584284
SECONDAIRE,Route secondaire,"","",0.023,w686665098
TERTIAIRE,Route tertiaire,"","",0.023,w304026291
TERTIAIRE,Route tertiaire,"","",0.022,w998371996
TERTIAIRE,Route tertiaire,"","",0.022,w273390123
TERTIAIRE,Route tertiaire,"","",0.022,w498531352
TERTIAIRE,Route tertiaire,"","",0.022,w274846450
TERTIAIRE,Route tertiaire,"","",0.022,w687548378
TERTIAIRE,Route tertiaire,"","",0.022,w746143009
SECONDAIRE,Route secondaire,"","",0.022,w679499241
PRINCIPALE,Route primaire,"","",0.022,w505428165
TERTIAIRE,Route tertiaire,"","",0.022,w497952069
TERTIAIRE,Route tertiaire,"","",0.022,w730153451
SECONDAIRE,Route secondaire,"","",0.022,w253675079
TERTIAIRE,Route tertiaire,"","",0.022,w398619818
PRINCIPALE,Route primaire,"","",0.022,w690019675
TERTIAIRE,Route tertiaire,"","",0.021,w686661196
TERTIAIRE,Route tertiaire,"","",0.021,w270875921
TERTIAIRE,Route tertiaire,"","",0.021,w270368424
TERTIAIRE,Route tertiaire,"","",0.021,w272128637
SECONDAIRE,Route secondaire,"","",0.021,w617718561
TERTIAIRE,Route tertiaire,"","",0.021,w502997119
TERTIAIRE,Route tertiaire,"","",0.021,w496780755
TERTIAIRE,Route tertiaire,"","",0.021,w488134563
TERTIAIRE,Route tertiaire,"","",0.020,w1013892696
TERTIAIRE,Route tertiaire,"","",0.020,w331907869
TERTIAIRE,Route tertiaire,"","",0.020,w496780753
TERTIAIRE,Route tertiaire,"","",0.020,w496780760
TERTIAIRE,Route tertiaire,"","",0.020,w502998926
SECONDAIRE,Route secondaire,"","",0.020,w688699106
TERTIAIRE,Route tertiaire,"","",0.020,w678889692
TERTIAIRE,Route tertiaire,"","",0.020,w744703430
PRINCIPALE,Route primaire,"","",0.020,w335055650
TERTIAIRE,Route tertiaire,"","",0.020,w207828881
TERTIAIRE,Route tertiaire,"","",0.020,w750658943
SECONDAIRE,Route secondaire,"","",0.019,w272452866
TERTIAIRE,Route tertiaire,"","",0.019,w911475155
TERTIAIRE,Route tertiaire,"","",0.019,w904760313
TERTIAIRE,Route tertiaire,"","",0.019,w906775186
TERTIAIRE,Route tertiaire,"","",0.019,w746214414
TERTIAIRE,Route tertiaire,"","",0.019,w496780762
SECONDAIRE,Route secondaire,"","",0.019,w953830055
TERTIAIRE,Route tertiaire,"","",0.019,w329039656
TERTIAIRE,Route tertiaire,"","",0.019,w329039655
TERTIAIRE,Route tertiaire,"","",0.019,w327645787
TERTIAIRE,Route tertiaire,"","",0.019,w1010055561
PRINCIPALE,Route primaire,"","",0.019,w559283160
TERTIAIRE,Route tertiaire,"","",0.019,w330992850
TERTIAIRE,Route tertiaire,"","",0.018,w489453443
TERTIAIRE,Route tertiaire,"","",0.018,w489947268
TERTIAIRE,Route tertiaire,"","",0.018,w688272023
SECONDAIRE,Route secondaire,"","",0.018,w310736022
TERTIAIRE,Route tertiaire,"",Sangaredi - Aye Koye,0.018,w686007615
TERTIAIRE,Route tertiaire,"","",0.018,w681891513
SECONDAIRE,Route secondaire,"","",0.018,w496950270
SECONDAIRE,Route secondaire,"","",0.018,w488046518
TERTIAIRE,Route tertiaire,"","",0.018,w392619797
TERTIAIRE,Route tertiaire,"","",0.018,w238322153
SECONDAIRE,Route secondaire,"","",0.018,w685381913
TERTIAIRE,Route tertiaire,"","",0.018,w273065501
TERTIAIRE,Route tertiaire,"","",0.018,w270192313
TERTIAIRE,Route tertiaire,"","",0.018,w339785352
TERTIAIRE,Route tertiaire,"","",0.018,w330376723
TERTIAIRE,Route tertiaire,"","",0.017,w628818149
TERTIAIRE,Route tertiaire,"","",0.017,w328346514
TERTIAIRE,Route tertiaire,"","",0.017,w310939945
PRINCIPALE,Route primaire,"","",0.017,w115512465
TERTIAIRE,Route tertiaire,"","",0.017,w306446921
PRINCIPALE,Route primaire,"","",0.017,w269783539
TERTIAIRE,Route tertiaire,"","",0.017,w317564389
SECONDAIRE,Route secondaire,"",transvervale 5,0.017,w548598612
SECONDAIRE,Route secondaire,"",transvervale 5,0.017,w548598615
TERTIAIRE,Route tertiaire,"","",0.017,w705780549
TERTIAIRE,Route tertiaire,"","",0.017,w723470282
TERTIAIRE,Route tertiaire,"","",0.017,w906775177
TERTIAIRE,Route tertiaire,"","",0.017,w1008413753
TERTIAIRE,Route tertiaire,"","",0.017,w1006953892
TERTIAIRE,Route tertiaire,"","",0.017,w1006303107
TERTIAIRE,Route tertiaire,"","",0.016,w909144393
TERTIAIRE,Route tertiaire,"","",0.016,w331316975
SECONDAIRE,Route secondaire,"","",0.016,w271115780
TERTIAIRE,Route tertiaire,"","",0.016,w305685872
TERTIAIRE,Route tertiaire,"","",0.016,w305548776
SECONDAIRE,Route secondaire,"","",0.016,w941080976
TERTIAIRE,Route tertiaire,"","",0.016,w685222391
TERTIAIRE,Route tertiaire,"","",0.016,w745899340
PRINCIPALE,Route primaire,"","",0.016,w272068859
TERTIAIRE,Route tertiaire,"","",0.016,w907064706
TERTIAIRE,Route tertiaire,"","",0.016,w646932936
TERTIAIRE,Route tertiaire,"","",0.016,w644594200
TERTIAIRE,Route tertiaire,"","",0.016,w681752266
SECONDAIRE,Route secondaire,"","",0.016,w497022075
TERTIAIRE,Route tertiaire,"","",0.016,w253759109
SECONDAIRE,Route secondaire,"","",0.016,w223821417
TERTIAIRE,Route tertiaire,"","",0.015,w688311922
TERTIAIRE,Route tertiaire,"","",0.015,w545944886
TERTIAIRE,Route tertiaire,"","",0.015,w643156937
TERTIAIRE,Route tertiaire,"","",0.015,w545945843
TERTIAIRE,Route tertiaire,"","",0.015,w329039654
SECONDAIRE,Route secondaire,"","",0.015,w690172952
SECONDAIRE,Route secondaire,"","",0.015,w399733608
SECONDAIRE,Route secondaire,"","",0.015,w270848227
TERTIAIRE,Route tertiaire,"","",0.015,w687495312
TERTIAIRE,Route tertiaire,"","",0.015,w329039653
TERTIAIRE,Route tertiaire,"","",0.015,w415340128
TERTIAIRE,Route tertiaire,"","",0.014,w1059545022
TERTIAIRE,Route tertiaire,"","",0.014,w328346532
TERTIAIRE,Route tertiaire,"","",0.014,w681988563
TERTIAIRE,Route tertiaire,"","",0.014,w1004379743
SECONDAIRE,Route secondaire,"","",0.014,w496723248
SECONDAIRE,Route secondaire,"","",0.014,w496950271
TERTIAIRE,Route tertiaire,"","",0.014,w729221688
TERTIAIRE,Route tertiaire,"","",0.014,w668801942
TERTIAIRE,Route tertiaire,"","",0.014,w937079472
TERTIAIRE,Route tertiaire,"","",0.014,w750478166
TERTIAIRE,Route tertiaire,"","",0.014,w939984907
SECONDAIRE,Route secondaire,"","",0.014,w683420754
TERTIAIRE,Route tertiaire,"","",0.014,w1010731417
TERTIAIRE,Route tertiaire,"","",0.014,w793897546
TERTIAIRE,Route tertiaire,"","",0.014,w496780756
TERTIAIRE,Route tertiaire,"","",0.014,w1020786202
PRINCIPALE,Route primaire,"","",0.014,w690020058
TERTIAIRE,Route tertiaire,"","",0.014,w668651644
TERTIAIRE,Route tertiaire,"","",0.014,w270012332
TERTIAIRE,Route tertiaire,"","",0.013,w686125824
TERTIAIRE,Route tertiaire,"","",0.013,w628818147
TERTIAIRE,Route tertiaire,"","",0.013,w681988565
SECONDAIRE,Route secondaire,"","",0.013,w690693509
TERTIAIRE,Route tertiaire,"","",0.013,w648226892
TERTIAIRE,Route tertiaire,"","",0.013,w643561147
TERTIAIRE,Route tertiaire,"","",0.013,w940371770
TERTIAIRE,Route tertiaire,"","",0.013,w629241221
SECONDAIRE,Route secondaire,"","",0.013,w480650787
TERTIAIRE,Route tertiaire,"","",0.013,w645065154
TERTIAIRE,Route tertiaire,"","",0.013,w238471906
TERTIAIRE,Route tertiaire,"","",0.013,w463724119
TERTIAIRE,Route tertiaire,"","",0.013,w1004362102
TERTIAIRE,Route tertiaire,"","",0.013,w636551019
TERTIAIRE,Route tertiaire,"","",0.013,w496780758
TERTIAIRE,Route tertiaire,"","",0.012,w696652308
TERTIAIRE,Route tertiaire,"","",0.012,w270677090
TERTIAIRE,Route tertiaire,"","",0.012,w315886573
TERTIAIRE,Route tertiaire,"","",0.012,w489453498
TERTIAIRE,Route tertiaire,"","",0.012,w302317298
TERTIAIRE,Route tertiaire,"","",0.012,w633501721
SECONDAIRE,Bretelle route secondaire,"","",0.012,w688877179
TERTIAIRE,Route tertiaire,"","",0.012,w633292967
TERTIAIRE,Route tertiaire,"","",0.012,w905768218
TERTIAIRE,Route tertiaire,"","",0.012,w687590736
TERTIAIRE,Route tertiaire,"","",0.012,w686852303
PRINCIPALE,Route primaire,"","",0.012,w685847308
TERTIAIRE,Route tertiaire,"","",0.012,w643380753
SECONDAIRE,Route secondaire,"","",0.012,w480648059
SECONDAIRE,Route secondaire,"","",0.012,w488043604
TERTIAIRE,Route tertiaire,"","",0.012,w305854302
TERTIAIRE,Route tertiaire,"","",0.012,w668649682
SECONDAIRE,Route secondaire,"","",0.012,w681742701
SECONDAIRE,Route secondaire,"","",0.012,w687322129
TERTIAIRE,Route tertiaire,"",Pont Oudiala,0.012,w678385931
TERTIAIRE,Route tertiaire,"","",0.012,w545945847
TERTIAIRE,Route tertiaire,"","",0.011,w1066125041
SECONDAIRE,Route secondaire,"","",0.011,w488043608
TERTIAIRE,Route tertiaire,"","",0.011,w335055649
TERTIAIRE,Route tertiaire,"","",0.011,w327607693
TERTIAIRE,Route tertiaire,"","",0.011,w541391224
TERTIAIRE,Route tertiaire,"","",0.011,w745607909
SECONDAIRE,Route secondaire,"","",0.011,w689671569
TERTIAIRE,Route tertiaire,"","",0.011,w906775181
TERTIAIRE,Route tertiaire,"","",0.011,w489453500
SECONDAIRE,Route secondaire,"","",0.011,w689659086
TERTIAIRE,Route tertiaire,"","",0.011,w1068311932
TERTIAIRE,Route tertiaire,"","",0.011,w939781333
SECONDAIRE,Route secondaire,"","",0.011,w690295019
SECONDAIRE,Route secondaire,"","",0.011,w496950269
TERTIAIRE,Route tertiaire,"","",0.011,w636335140
TERTIAIRE,Route tertiaire,"","",0.011,w646932935
TERTIAIRE,Route tertiaire,"","",0.011,w541391225
TERTIAIRE,Route tertiaire,"","",0.011,w682691332
TERTIAIRE,Route tertiaire,"","",0.011,w686513151
TERTIAIRE,Route tertiaire,"","",0.011,w686777129
TERTIAIRE,Route tertiaire,"","",0.010,w1020786205
TERTIAIRE,Route tertiaire,"","",0.010,w269886048
TERTIAIRE,Route tertiaire,"","",0.010,w270081381
TERTIAIRE,Route tertiaire,"","",0.010,w1020798107
TERTIAIRE,Route tertiaire,"","",0.010,w272236454
TERTIAIRE,Route tertiaire,"","",0.010,w274063727
TERTIAIRE,Route tertiaire,"","",0.010,w489453496
SECONDAIRE,Route secondaire,"","",0.010,w1123105289
SECONDAIRE,Route secondaire,"","",0.010,w689667373
SECONDAIRE,Route secondaire,"","",0.010,w684342966
SECONDAIRE,Route secondaire,"","",0.010,w488037038
SECONDAIRE,Route secondaire,"","",0.010,w307909911
SECONDAIRE,Route secondaire,"","",0.010,w273088034
TERTIAIRE,Route tertiaire,"","",0.010,w688923526
TERTIAIRE,Route tertiaire,"","",0.010,w941757715
TERTIAIRE,Route tertiaire,"","",0.010,w1004379744
TERTIAIRE,Route tertiaire,"","",0.010,w274445917
TERTIAIRE,Route tertiaire,"","",0.010,w274151653
TERTIAIRE,Route tertiaire,"","",0.010,w209113610
TERTIAIRE,Route tertiaire,"","",0.009,w668691304
SECONDAIRE,Route secondaire,"","",0.009,w689630657
PRINCIPALE,Route primaire,"",A1,0.009,w868427773
TERTIAIRE,Route tertiaire,"","",0.009,w330992856
TERTIAIRE,Route tertiaire,"","",0.009,w496941660
SECONDAIRE,Route secondaire,"","",0.009,w688118155
TERTIAIRE,Route tertiaire,"","",0.009,w545944861
SECONDAIRE,Route secondaire,"","",0.009,w689923874
SECONDAIRE,Bretelle route secondaire,"","",0.009,w541391226
SECONDAIRE,Route secondaire,"","",0.009,w641619126
SECONDAIRE,Route secondaire,"","",0.009,w689720215
SECONDAIRE,Route secondaire,"","",0.009,w496950273
SECONDAIRE,Route secondaire,"","",0.009,w489455897
SECONDAIRE,Route secondaire,"","",0.009,w689667377
TERTIAIRE,Route tertiaire,"","",0.009,w1013911476
SECONDAIRE,Route secondaire,"","",0.009,w689667375
TERTIAIRE,Route tertiaire,"","",0.009,w545945845
SECONDAIRE,Route secondaire,"","",0.009,w690295022
TERTIAIRE,Route tertiaire,"","",0.009,w311465086
TERTIAIRE,Route tertiaire,"","",0.009,w310939949
SECONDAIRE,Route secondaire,"","",0.009,w253855861
SECONDAIRE,Route secondaire,"","",0.009,w689930309
TERTIAIRE,Route tertiaire,"","",0.009,w330588734
TERTIAIRE,Route tertiaire,"","",0.008,w1010055551
TERTIAIRE,Route tertiaire,"","",0.008,w638279364
TERTIAIRE,Route tertiaire,"","",0.008,w643561144
TERTIAIRE,Route tertiaire,"","",0.008,w330992851
TERTIAIRE,Route tertiaire,"","",0.008,w545945849
TERTIAIRE,Route tertiaire,"","",0.008,w644606389
TERTIAIRE,Route tertiaire,"","",0.008,w548928055
TERTIAIRE,Route tertiaire,"","",0.008,w488037029
TERTIAIRE,Route tertiaire,"","",0.008,w1098878859
TERTIAIRE,Route tertiaire,"","",0.008,w666653806
TERTIAIRE,Route tertiaire,"","",0.008,w330972046
SECONDAIRE,Route secondaire,"","",0.008,w488043614
SECONDAIRE,Route secondaire,"","",0.008,w488043612
SECONDAIRE,Route secondaire,"","",0.008,w488043610
SECONDAIRE,Route secondaire,"","",0.008,w480650788
TERTIAIRE,Route tertiaire,"","",0.008,w915927933
SECONDAIRE,Route secondaire,"","",0.008,w689638212
TERTIAIRE,Route tertiaire,"","",0.008,w682020667
TERTIAIRE,Route tertiaire,"","",0.008,w325590392
TERTIAIRE,Route tertiaire,"","",0.008,w311150600
TERTIAIRE,Route tertiaire,"","",0.008,w307883483
TERTIAIRE,Route tertiaire,"","",0.008,w270289839
TERTIAIRE,Route tertiaire,"","",0.008,w668459879
TERTIAIRE,Route tertiaire,"","",0.008,w632540960
TERTIAIRE,Route tertiaire,"","",0.008,w632558229
TERTIAIRE,Route tertiaire,"","",0.007,w904230392
TERTIAIRE,Route tertiaire,"","",0.007,w496723245
TERTIAIRE,Route tertiaire,"","",0.007,w272068861
VOIE_RAPIDE,Voie rapide,"","",0.007,w290578019
